Dataset,Soil_Type,Image_Path,Detected_Tone,pH Range,Temperature (°C),Humidity (%),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg),Crop_Recommendations,Fertilizer_Recommendations,Weather_Based_Crop_Recommendation,Season_Based_Crop_Recommendation,Current_Season,Current_Temperature(°C),Current_Humidity(%),Weather_Description,Nitrogen (mg/kg)_min,Nitrogen (mg/kg)_max,Phosphorus (mg/kg)_min,Phosphorus (mg/kg)_max,Potassium (mg/kg)_min,Potassium (mg/kg)_max,pH Range_min,pH Range_max
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Alluvial_42.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Alluvial_43.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Alluvial_44.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Alluvial_45.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Alluvial_46.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Alluvial_47.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Alluvial_48.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Alluvial_5.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Alluvial_50.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Alluvial_53.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Alluvial_6 - Copy.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Alluvial_6.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Alluvial_7.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Alluvial_8.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Alluvial_9.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\close-up-of-alluvial-soil-as-a-texturebackground-JCB3RY.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Copy of 01060602previewen-02b.jpg,Bluish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Ammonium Sulphate",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Copy of 01060602previewen-02d.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Copy of 1000_F_240425429_YL91trtDxXQl8L0OKP7zyngeSb63olAC.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Copy of alluvial-diamond-layers-mining-site-western-cape-south-africa-G8CR87.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Copy of alluvial-soil-1kg-green-era-original-imag4r54hhybzhqc.jpeg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Copy of alluvial-soil-1kg-green-era-original-imag4r54wbucymtp.jpeg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Copy of Alluvial-soil-distribution-in-India-1.jpeg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Copy of Alluvial-soil-distribution-in-India.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Copy of alluvial-soil-profile-agricultural-land-260nw-1867228486.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Copy of Alluvial-Soil..png,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Copy of alluvial-soils-ricker-2primefarmland-1200x675-1.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Copy of close-up-of-alluvial-soil-as-a-texturebackground-JCB3RY.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Copy of desktop_137249cc-6732-40b3-94e1-1381ad82c07f.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Copy of image (2).jpeg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Copy of image14 (2).jpeg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Copy of image14 (3).jpeg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Copy of image15 (2).jpeg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Copy of image16 (2).jpeg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Copy of image16 (3).jpeg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Copy of image17 (2).jpeg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Copy of image18.jpeg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Copy of image19 (2).jpeg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Copy of image2 (2).jpeg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Copy of image24 (2).jpeg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Copy of image24 (3).jpeg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Copy of image3 (2).jpeg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Copy of image30 (2).jpeg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Copy of image6 (2).jpeg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Copy of image7 (2).jpeg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Copy of image7.jpeg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Copy of images105.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Copy of images19 (2).jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Copy of images21.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Copy of images386.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Copy of images42.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Copy of images58.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Copy of images60.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
